
0.213762,
0.149794,
0.147001,
0.0821804,
0.0878858,
0.0788549,
0.0846078,
0.0835863,
0.088016,
0.0836798,
0.110239,
0.0778101,
0.0878701,
0.0853274,
0.0755804,
0.076943,
0.0902346,
0.0904013,
0.0938361,
0.0950326,
0.0844039,
0.0973491,
0.0801185,
0.0922385,
0.0725024,
0.0897416,
0.0898043,
0.0980977,
0.0876979,
0.0934928,
0.0932115,
0.0824147,
0.0832518,
0.087591,
0.0933416,
0.0954268,
0.0726974,
0.0846906,
0.0922431,
0.0810495,
0.0850767,
0.0943291,
0.0851686,
0.0951007,
0.0980028,
0.0809966,
0.0749466,
0.0856111,
0.0841436,
0.0864381,
0.0959602,
0.0800231,
0.0800292,
0.0929554,
0.0919817,
0.0946871,
0.0862856,
0.0830856,
0.0788207,
0.0867062,
0.0873596,
0.093925,
0.0859221,
0.087488,
0.0843743,
0.0822791,
0.0790115,
0.0977708,
0.0934548,
0.0851867,
0.0945488,
0.0910891,
0.0858261,
0.0893631,
0.080371,
0.0784553,
0.0993226,
0.0821239,
0.0924197,
0.0924173,
0.0990191,
0.0986306,
0.0912844,
0.0755322,
0.0853847,
0.0778338,
0.0757346,
0.0839995,
0.0875632,
0.0958498,
0.0904509,
0.0892922,
0.0911351,
0.0933194,
0.0775317,
0.0765626,
0.088911,
0.0822582,
0.0795948,
0.0827188,
0.0877436,
0.0804141,
0.0848864,
0.0856645,
0.0847972,
0.0913157,
0.104538,
0.0838361,
0.0903345,
0.0904317,
0.0872984,
0.0896405,
0.0877603,
0.0796997,
0.0882552,
0.0808085,
0.103432,
0.0773732,
0.0866651,
0.0862356,
0.0818123,
0.0769672,
0.0853789,
0.0817664,
0.082523,
0.0909273,
0.0859936,
0.0867839,
0.077048,
0.0847265,
0.0830354,
0.0825317,
0.0802984,
0.0851417,
0.0813107,
0.0851256,
0.0851316,
0.0934502,
0.089807,
0.0993832,
0.153176,
0.157943,
0.1576,
0.0983964,
0.0838256,
0.093945,
0.0809072,
0.0847386,
0.083762,
0.0904175,
0.0880357,
0.0843066,
0.0958304,
0.0840626,
0.0927054,
0.0899294,
0.0897745,
0.0857817,
0.0762291,
0.0907647,
0.0790543,
0.0847504,
0.0859328,
0.0779673,
0.0848994,
0.0943529,
0.0809207,
0.0901083,
0.0791814,
0.0842167,
0.0833311,
0.0815211,
0.087718,
0.0877399,
0.0893768,
0.0855627,
0.0831434,
0.0767334,
0.0939512,
0.0855708,
0.084294,
0.0766824,
0.080379,
0.0832365,
0.0903289,
0.0824751,
0.0874089,
0.0833379,
0.0873082,
0.0921716,
0.0903569,
0.0777529,
0.0957777,
0.0841556,
0.0913117,
0.0831452,
0.0996069,
0.085275,
0.0843105,
0.0944819,
0.0844837,
0.086557,
0.0821052,
0.0728477,
0.0745738,
0.0969153,
0.0900964,
0.0836813,
0.087665,
0.0825738,
0.0886913,
0.0900663,
0.0731936,
0.0744666,
0.0800621,
0.08137,
0.0845795,
0.0815976,
0.0740616,
0.0941302,
0.0835674,
0.0885029,
0.0801254,
0.0909236,
0.0885629,
0.0896467,
0.0708953,
0.0805969,
0.092911,
0.0898656,
0.0845134,
0.0710458,
0.0922532,
0.0776963,
0.0814478,
0.0811861,
0.0900036,
0.0847014,
0.0919477,
0.083417,
0.0928134,
0.0895514,
0.088845,
0.0862279,
0.0843063,
0.0816303,
0.0863466,
0.0829806,
0.0889639,
0.0843522,
0.0890132,
0.0920149,
0.0903464,
0.0945933,
0.0841298,
0.0890178,
0.092976,
0.0661531,
0.0946103,
0.086594,
0.0850494,
0.0885307,
0.0831344,
0.0874942,
0.0819404,
0.0680312,
0.0956746,
0.0816041,
0.0904999,
0.0877268,
0.087704,
0.0814064,
0.0817805,
0.0771076,
0.103315,
0.0911668,
0.0903279,
0.0941016,
0.0773209,
0.0886801,
0.0996552,
0.0883486,
0.087657,
0.0998252,
0.0834908,
0.0952145,
0.0930858,
0.0878511,
0.0844797,
0.0866907,
0.0801268,
0.0718443,
0.0712537,
0.0863299,
0.08985,
0.0775436,
0.0786128,
0.084851,
0.0726225,
0.0919519,
0.0892257,
0.0905204,
0.0775738,
0.0763709,
0.0830154,
0.0839847,
0.0782621,
0.0843577,
0.0976312,
0.0810342,
0.0829679,
0.0823446,
0.0838011,
0.0949299,
0.078646,
0.0710534,
0.084517,
0.086987,
0.0862095,
0.0869569,
0.087026,
0.0790807,
0.0936176,
0.080019,
0.0876888,
0.0975986,
0.0886798,
0.088194,
0.082091,
0.0813647,
0.092731,
0.0787786,
0.0733008,
0.082129,
0.0817853,
0.0897683,
0.0853175,
0.088921,
0.08176,
0.084224,
0.0861371,
0.079021,
0.0843388,
0.0922665,
0.0819122,
0.081419,
0.0812478,
0.0852341,
0.0855322,
0.0770533,
0.0838796,
0.0903927,
0.0912627,
0.0895037,
0.086914,
0.0815198,
0.0767446,
0.0854897,
0.0802128,
0.0951114,
0.0796984,
0.0809513,
0.0774175,
0.088024,
0.0861997,
0.0781568,
0.0722601,
0.0889929,
0.0881666,
0.0875365,
0.0908367,
0.0817738,
0.0957649,
0.0862402,
0.0812166,
0.0833565,
0.081794,
0.0792342,
0.092366,
0.0789611,
0.0790136,
0.0807019,
0.082164,
0.0880429,
0.0792125,
0.10167,
0.0853738,
0.0911204,
0.0762789,
0.0835556,
0.0860475,
0.0911681,
0.0811782,
0.0877676,
0.0873925,
0.08355,
0.0836311,
0.095181,
0.0886405,
0.078298,
0.0978024,
0.0844578,
0.07668,
0.0849577,
0.0818935,
0.0844204,
0.093109,
0.0757263,
0.0755461,
0.081051,
0.0659393,
0.0802406,
0.0845601,
0.083039,
0.0901081,
0.0864536,
0.0921845,
0.0990004,
0.074632,
0.0792723,
0.0821813,
0.0870711,
0.0860651,
0.0896555,
0.0814937,
0.0811847,
0.0788746,
0.0915888,
0.0913572,
0.0822073,
0.0802485,
0.0784568,
0.0803906,
0.0828873,
0.0889913,
0.0853586,
0.0853669,
0.0920144,
0.0833177,
0.0997151,
0.0926485,
0.0826331,
0.079241,
0.0898265,
0.085979,
0.0798972,
0.0920101,
0.0795229,
0.0800799,
0.0911505,
0.0841192,
0.0931457,
0.0875354,
0.0860778,
0.0881826,
0.0857572,
0.0863818,
0.0868291,
0.081045,
0.0858603,
0.0874207,
0.086447,
0.0931649,
0.0872887,
0.0950481,
0.0842137,
0.092754,
0.0841154,
