
0.213762,
0.0919645,
0.0740452,
0.0865513,
0.0915176,
0.0955856,
0.0900157,
0.0807812,
0.0847765,
0.0846473,
0.0897512,
0.0862735,
0.0797481,
0.0894884,
0.0755345,
0.081644,
0.0921808,
0.0842624,
0.0894748,
0.0736524,
0.0840198,
0.0873111,
0.0907184,
0.0793215,
0.103143,
0.0797196,
0.080398,
0.0878244,
0.0934229,
0.0797773,
0.0904473,
0.0765424,
0.0879171,
